,NID,Code,State,Error line,Error
730,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
731,d0887303,"height = float(input(""你的身高幾公分""))
weight = float(input(""你的體重多少公斤""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
732,d0887303,"height = float(input(""你的身高幾公分""))
weight = float(input(""你的體重多少公斤""))
Height = height/100
bmi = weight/(Height*Height)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
733,d0887303,"height = float(input(""你的身高幾公分""))
weight = float(input(""你的體重多少公斤""))
Height = height/100
bmi = weight/(Height*Height)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
734,d0590727,"tall=int(input(""your tall?""))
weight=float(input(""your weight?"")
             BMI=weight/(tall*tall)
             print(BMI)",Compile Error,3,SyntaxError: invalid syntax
735,d0590727,"tall=int(input(170))
weight=float(input(66.3)
             BMI=weight/(tall*tall)
             print(BMI)",Compile Error,3,SyntaxError: invalid syntax
736,d0590727,"tall=int(input(""170""))
weight=float(input(""66.3"")
             BMI=weight/(tall*tall)
             print(BMI)",Compile Error,3,SyntaxError: invalid syntax
737,d0590727,"tall=170
weight=66.3
BMI=weight/(tall*tall)
print(BMI[2])",Runtime Error,4,Data Type Error
738,d0590727,"tall=input()
weight=input()
BMI=weight/(tall*tall)
print(""BMI="")",Runtime Error,3,Data Type Error
739,d0590727,"tall=input()
weight=input()
BMI=weight/((tall/100)*(tall/100))
print(""BMI="")",Runtime Error,3,Data Type Error
740,d0590727,"tall=input()
weight=input()
print(""BMI=""+str(weight/((tall/100)*(tall/100))))",Runtime Error,3,Data Type Error
741,d0590727,"tall=input()
weight=input()
print(""BMI=""+ str(weight/((tall/100)*(tall/100))))",Runtime Error,3,Data Type Error
742,d0652332,"a = int(input(""""))
b = float(input(""""))
c = a/100
print(""BMI ="",round(b/c/c,2))",Runtime Error,4,Object is not callable 
743,d0652332,"a = int(input())
b = float(input())
c = a/100
print(""BMI ="",round(b/c/c,2))",Runtime Error,4,Object is not callable 
744,d0652332,"a = int(input(""""))
b = float(input(""""))
c = a/100
print(""BMI ="",round(b/c/c,2))",Runtime Error,4,Object is not callable 
745,d0652332,"a = int(input())
b = float(input())
c = a/100
print(""BMI ="",round(b/c/c,2))",Runtime Error,4,Object is not callable 
746,d0652209,"a=input(""身"")
b=input(""體"")
c=int(a)/100
x=float(b)/float(c)/float(c)
print(""BMI = ""+str(round(x,2)))",Runtime Error,5,Object is not callable 
747,d0652209,"a=input("""")
b=input("""")
c=int(a)/100
x=float(b)/float(c)/float(c)
print(""BMI = ""+str(round(x,2)))",Runtime Error,5,Object is not callable 
748,d0652209,"a=input("""")
b=input("""")
c=int(a)/100
x=float(b)/float(c)/float(c)
print(""BMI ="",str(round(x,2)))",Runtime Error,5,Object is not callable 
749,d0652209,"a=input("""")
b=input("""")
c=int(a)/100
x=float(b)/float(c)/float(c)
print(""BMI = ""+str(round(x,2)))",Runtime Error,5,Object is not callable 
750,d0652209,"a=input("""")
b=input("""")
c=int(a)/100
x=float(b)/float(c)/float(c)
print(""BMI = ""+str(""%.2f"" % x))",Runtime Error,5,Object is not callable 
751,d0652209,"a=input("""")
b=input("""")
c=int(a)/100
x=float(b)/float(c)/float(c)
print(""BMI = ""+str(""%.2f"" %x))",Runtime Error,5,Object is not callable 
752,d0652209,"a=input(""身高"")
b=input(""體重"")
c=int(a)/100
d=float(b)/float(c)/float(c)
print(""BMI ="",round(d,2))",Runtime Error,5,Object is not callable 
753,d0652209,"a=input()
b=input()
c=int(a)/100
d=float(b)/float(c)/float(c)
print(""BMI ="",round(d,2))",Runtime Error,5,Object is not callable 
754,d0652209,"a=input()
b=input()
c=int(a)/100
d=float(b)/float(c)/float(c)
print(""BMI ="",round(d,2))",Runtime Error,5,Object is not callable 
755,d0652209,"a=input()
b=input()
c=int(a)/100
d=float(b)/(float(c)*float(c))
print(""BMI ="",round(d,2))",Runtime Error,5,Object is not callable 
756,d0652209,"a=input()
b=input()
c=int(a)/100
d=float(b)/(float(c)*float(c))
#print(""BMI ="",round(d,2))
print(""BMI = {:.2f}"" .format(d))",Runtime Error,6,Object is not callable 
757,d0550664,"a=int(input(""""))
b=float(input(""""))
c=b./((a./100)^2)
print(""BMI ="",C)",Compile Error,3,SyntaxError: invalid syntax
758,d0550664,"a=int(input(""""))
b=float(input(""""))
c=b./((a./100)^2)
print(""BMI ="",C)",Compile Error,3,SyntaxError: invalid syntax
759,d0550664,"a=int(input(""""))
b=float(input(""""))
c=b./((a./100)^2)
print(""BMI ="",c)",Compile Error,3,SyntaxError: invalid syntax
760,d0550634,"a=intput("""")
a=float(a)
b=intput("""")
b=float(b)
c=b/(a*a)
print(""BMI = "",c)",Runtime Error,1,Variable or function not defined
761,d0550634,"a=intput("""")
type(float(a))
b=intput("""")
b=type(float(b))
c=b/(a*a)
print(""BMI = "",c)",Runtime Error,1,Variable or function not defined
762,d0550634,"a=intput("""")
a=float(a)
a=a/100
b=intput("""")
  b=float(b)
  c=b/(a*a)
  print(""BMI = {0:.2f}"".format(c))",Compile Error,5,IndentationError
763,d0613606,"a=int(input())
b=float(input())
print(""BMI = %.2f""%(b/(a/100)**2))",Runtime Error,3,Object is not callable 
764,d0613606,"a=int(input())
b=float(input())
print(""BMI = %.2f""%(b/(a/100)**2))",Runtime Error,3,Object is not callable 
765,d0613606,"a=int(input())
b=float(input())
print(""BMI =%6.2f""%(b/(a/100)**2))",Runtime Error,3,Object is not callable 
766,d0613606,"a=int(input())
b=float(input())
print(""BMI =%6.2f""%(b/(a/100)**2))",Runtime Error,3,Object is not callable 
767,d0613606,"a=int(input())
b=float(input())
print(""BMI =%6.2f""%(b/((a/100)**2)))",Runtime Error,3,Object is not callable 
768,d0617304,"a = input()
b = input()
print ('BMI ='+float(int(a)/int(b)*int(b)))",Runtime Error,3,Data Type Error
769,d0617304,"a = input()
b = input()
bmi = float(b)/(float(a)*float(a))
print ('BMI ='+bmi*10000)",Runtime Error,3,Data Type Error
770,d0733815,"a=170
b=66.3
c=a/100
d=c*c
BMI=b/d
b1=""bmi = {:.2f}"".format (bmi)
print(b1)",Runtime Error,0,No input
771,d0733815,"a=170
b=66.3
c=a/100
d=c*c
BMI=b/d
b1=""BMI = {:.2f}"".format (bmi)
print(b1)",Runtime Error,0,No input
772,d0733815,"a=170
b=66.3
c=a/100
d=c*c
BMI=b/d
b1=""BMI = {:.2f}"".format (bmi)
print(b1)",Runtime Error,0,No input
773,d0845413,"high = int(input())
weight = float(input())
print(""BMI ="",format(weight/((high/100)*(high/100)),'.2f'))",Runtime Error,3,Variable or function not defined
774,d0845413,"high = int(input())
weight = float(input())
BMI = 'BMI = {0:.2f}'.format(weight/((high/100)*(high/100)))
print(BMI)",Runtime Error,4,Object is not callable 
775,d0542839,"a = float(input(""""))
b = float(input(""""))
print(""BMI = ""+round(b*10000/(a*a),2))",Runtime Error,3,Data Type Error
776,d0549216,"tall=float(input())
weight=float(input())
a=tall/100
print(""BMI=""+str(round(weight/a**2),2))",Runtime Error,4,Object is not callable 
777,d0549216,"tall=float(input())
weight=float(input())
a=tall/100
print(""BMI=""+str(round(weight/a**2),2))",Runtime Error,4,Object is not callable 
778,d0549216,"tall=float(input())
weight=float(input())
a=tall/100
print(""BMI=""+float(round(weight/a**2),2))",Runtime Error,4,Data Type Error
779,d0789508,"a=input()
b=input()
funtion=a+b**
print=funtion",Compile Error,3,SyntaxError: invalid syntax
780,d0789508,"a=input()
b=input()
funtion=a+b**
b2 = 'pi is {0:.2f}'.format(funtion)
print(b2)",Compile Error,3,SyntaxError: invalid syntax
781,d0789508,"a=input()
b=input()
funtion=a+b*b
b2 = 'pi is {0:.2f}'.format(funtion)
print(b2)",Runtime Error,3,Data Type Error
782,e0597606,"h = input()
w =input()
B = (h/w**2)
print('BMI = {:.2f}'.format(B))",Runtime Error,3,Data Type Error
783,d0629080,"height = pow(float(input()) / 100,2)
weight = float(input())

print(""BMI = "" + round(weight / height,1))",Runtime Error,3,Data Type Error
784,d0629080,"height = pow(float(input()) / 100,2)
weight = float(input())

print(""BMI = "" + round(weight / height,2))",Runtime Error,3,Data Type Error
785,d0657491,"a=int(input())
b=float(input())
c=b/float((a/100)**2)
print(""BMI = %3.2f""%c)",Runtime Error,4,Object is not callable 
786,d0657491,"a=int(input())
b=float(input())
c=b/float((a/100)**2)
print(""BMI = %.2f""%c)",Runtime Error,4,Object is not callable 
787,d0657491,"a=int(input())
b=float(input())
c=b/float((a/100)**2)
print(""BMI = %.2f""%c)",Runtime Error,4,Object is not callable 
788,d0628550,"a = float(input())
b = float(input())

a /= 100
bmi = b/(a**2)
print(""BMI = ""round(bmi,1))",Compile Error,6,SyntaxError: invalid syntax
789,d0547376,"a = int(input(""""))
b = float(input(""""))
a = a/100
c = b/(a*a)
print(""BMI = %.2f""%(c))",Runtime Error,5,Object is not callable 
790,d0547376,"a = int(input(""""))
b = float(input(""""))
a = a/100
c = b/(a*a)
print(""BMI = %.2f""%(c))",Runtime Error,5,Object is not callable 
791,d0547376,"a = int(input(""""))
b = float(input(""""))
a = a/100
c = b/(a*a)
print(""BMI = %.2f""%(c))",Runtime Error,5,Object is not callable 
792,d0547376,"a = int(input(""""))
b = float(input(""""))
a = a/100
c = b/(a*a)
print(""BMI = %.2f""%(c))",Runtime Error,5,Object is not callable 
793,d0547376,"a = int(input(""""))
b = float(input(""""))
c = b/((a/100)*(a/100))
print(""BMI = %.2f""%(c))",Runtime Error,4,Object is not callable 
794,d0547376,"a=int(input(""""))
b=float(input(""""))
print(""BMI = %.2f""%(b/((a/100)*(a/100))))",Runtime Error,3,Object is not callable 
795,d0543117,"a = int(input())
b = int(input())
a /= 100
print(""BMI = {:.2f}"".format(b/a**2))",Runtime Error,4,Object is not callable 
796,d0543117,"a = int(input())
b = float(input())
a /= 100
print(""BMI = {:.2f}"".format(b/a**2))",Runtime Error,4,Object is not callable 
797,d0543117,"a = int(input())
b = float(input())
a /= 100
print(""BMI = {:.2f}"".format(b/a**2))",Runtime Error,4,Object is not callable 
798,d0712983,"a=float(input())
b=a*a*3.14
  c=a*2*3.14
  print(""circumference = {:.2f}"".format(b))
  print(""Area = {:.2f}"".format(c))",Compile Error,3,IndentationError
799,d0572176,"d = float(input())
r = d/2
pi = 3.14
print('circumference = {;.2f}'.format(d*pi))
print('Area = {:.2f}'.format((r*r)*pi))",Runtime Error,4,SyntaxError: invalid syntax
800,d0572176,"d = float(input())
r = d/2
pi = 3.14
print('circumference = {;.2f}'.format(d*pi))
print('Area = {:.2f}'.format(r*r*pi))",Runtime Error,4,SyntaxError: invalid syntax
801,d0536475,"r=int(input())

circumference = (r)*3.14
Area = (r/2)**2*3.14

print(""circumference ="",circumference)
print(""Area ="",Area)",Runtime Error,6,Object is not callable 
802,d0536475,"r=int(input())
circumference = (r)*3.14
Area = round((r/2)**2*3.14,2)
print(""circumference ="",circumference)
print(""Area ="",Area)",Runtime Error,4,Object is not callable 
803,d0536475,"r=int(input())
circumference = (r)*3.14
Area = round((r/2)**2*3.14,2)
print(""circumference ="",circumference)
print(""Area ="",Area)",Runtime Error,4,Object is not callable 
804,d0536475,"r=int(input())

circumference = (r)*3.14
Area = round((r/2)**2*3.14,2)

print(""circumference ="",float(circumference))
print(""Area ="",float(Area))",Runtime Error,6,Object is not callable 
805,d0536475,"r=int(input())

circumference = (r)*3.14
Area = round((r/2)**2*3.14,2)

print(""circumference ="",circumference)
print(""Area ="",Area)",Runtime Error,6,Object is not callable 
806,d0536475,"r=int(input())
pi=3.14
circumference = (r)*pi
Area = round((r/2)**2*pi,2)

print(""circumference ={:.2f}"".format(circumference))
print(""Area ={:.2f}"".format(Area))",Runtime Error,6,Object is not callable 
807,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ={:.2f}"".format(circumference))
print(""Area ={:.2f}"".format(Area))",Runtime Error,6,Object is not callable 
808,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference =""%circumference)
print(""Area =""%Area)",Runtime Error,6,Object is not callable 
809,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference =%.2f""%circumference)
print(""Area =%.2f""%Area)",Runtime Error,6,Object is not callable 
810,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference = %.2f""%circumference)
print(""Area = %.2f""%Area)",Runtime Error,6,Object is not callable 
811,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference =""+str(circumference ))
print(""Area =""+str(Area))",Runtime Error,6,Object is not callable 
812,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ={:.2f}"".format(circumference ))
print(""Area ={:.2f}"".format(Area))",Runtime Error,6,Object is not callable 
813,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference = %.2f""% circumference)
print(""Area = %.2f""% Area)",Runtime Error,6,Object is not callable 
814,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ={0:.2f}"".format(circumference ))
print(""Area ={0:.2f}"".format(Area))",Runtime Error,6,Object is not callable 
815,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ={0:.2f}"".format(circumference))
print(""Area ={0:.2f}"".format(Area))",Runtime Error,6,Object is not callable 
816,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ="",float(circumference ))
print(""Area ="",float(Area))",Runtime Error,6,Object is not callable 
817,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference =""+str(circumference ))
print(""Area =""+str(Area))",Runtime Error,6,Object is not callable 
818,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference =""+str(circumference ))
print(""Area =""+str(round(Area,2)))",Runtime Error,6,Object is not callable 
819,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference =%.2f "" % circumference)
print(""Area =%.2f "" % Area)",Runtime Error,6,Object is not callable 
820,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ={0:.2f}"".format(circumference))
print(""Area ={0:.2f}"".format(Area))",Runtime Error,6,Object is not callable 
821,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ={:.2f}"".format(circumference))
print(""Area ={:.2f}"".format(Area))",Runtime Error,6,Object is not callable 
822,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference = %.2f""% circumference)
print(""Area = %.2f""% Area)",Runtime Error,6,Object is not callable 
823,d0536475,"r = int(input())
PI = 3.14

circle_area = r*PI # please define the area of the circle
circle_perimeter = (r/2)**2*PI # please define the perimeter of the circle

print ('circumference =', circle_area)
print ('Area', round(circle_perimeter , 2))",Runtime Error,6,Object is not callable 
824,d0536475,"r = int(input())
PI = 3.14
circle_area = r*PI # please define the area of the circle
circle_perimeter = (r/2)**2*PI # please define the perimeter of the circle
print ('circumference =', circle_area)
print ('Area', round(circle_perimeter , 2))",Runtime Error,5,Object is not callable 
825,d0536475,"r = int(input())
PI = 3.14
circle_area = r*PI # please define the area of the circle
circle_perimeter = (r/2)**2*PI # please define the perimeter of the circle
print ('circumference =', circle_area)
print ('Area', round(circle_perimeter , 2))",Runtime Error,5,Object is not callable 
826,d0536475,"r = int(input())
PI = 3.14
circle_area = r*PI # please define the area of the circle
circle_perimeter = (r/2)**2*PI # please define the perimeter of the circle
print ('circumference =', circle_area)
print ('Area', round(circle_perimeter , 2))",Runtime Error,5,Object is not callable 
827,d0536475,"r = int(input())
PI = 3.14
circle_area = r*PI # please define the area of the circle
circle_perimeter = (r/2)**2*PI # please define the perimeter of the circle
print ('circumference ='+float(circle_area))
print ('Area'+float(round(circle_perimeter , 2)))",Runtime Error,5,Object is not callable 
828,d0536475,"r = int(input())
PI = 3.14
circle_area = r*PI # please define the area of the circle
circle_perimeter = (r/2)**2*PI # please define the perimeter of the circle
print ('circumference =',float(circle_area))
print ('Area',float(round(circle_perimeter , 2)))",Runtime Error,5,Object is not callable 
829,d0536475,"r=float(input())
circumference = r*3.14
Area = (r/2)**2*3.14

print(""circumference = "",%.2f%circumference)
print(""Area = "",%.2f%Area)",Compile Error,5,SyntaxError: invalid syntax
830,d0536475,"r=int(input())
pi=3.14
circumference = r*pi
Area = (r/2)**2*pi

print(""circumference ={:.2f}"".fomaat(circumference))
print(""Area = {:.2f}"".format(round(Area ,2)))",Runtime Error,6,Object is not callable 
